garment_type,order_quantity,num_stitch_operations,target_sewing_time_mins
Jeans,256,15,526.59
Shirt,4333,11,4241.16
Trouser,2654,13,3895.58
Jeans,3725,17,7513.34
Jacket,4847,28,21115.75
Jacket,138,27,704.23
Dress,3523,18,8338.13
Jeans,2255,16,4334.67
Trouser,4206,11,6501.59
Kurti,4746,12,7117.78
Blazer,236,28,1455.27
Hoodie,606,21,1845.08
Jeans,807,15,1581.12
Trouser,3055,11,4667.02
Kurti,478,10,793.72
Jeans,3089,18,5737.5
Trouser,1390,13,2139.88
Jacket,4295,22,16796.61
Jeans,2183,13,3808.71
Hoodie,3649,16,11579.07
Uniform,3861,15,8520.15
Shirt,4331,9,3934.36
Jeans,949,13,1879.11
Jacket,2243,20,9654.31
Blazer,2731,22,14212.55
Hoodie,452,17,1223.88
Kurti,239,13,372.37
Uniform,3045,16,5984.0
Jeans,1443,13,3008.39
Shirt,4025,12,3789.27
Hoodie,3492,17,10249.64
Jeans,3819,13,7885.65
Trouser,484,14,750.84
Dress,3018,15,7433.57
Jacket,1830,22,7740.21
Uniform,207,14,388.43
Blazer,2033,27,11311.24
Dress,3975,16,9725.97
T-Shirt,3017,5,1514.32
Dress,3882,20,8834.24
Jacket,832,28,3941.3
Shirt,4857,10,4363.29
Jacket,2859,25,11845.07
Blazer,918,26,5406.77
Shirt,658,10,605.13
Dress,1289,20,2922.34
Kurti,3216,13,5035.98
Hoodie,1362,19,4521.73
Kurti,4917,15,7852.04
Dress,3905,18,10255.63
T-Shirt,1647,6,930.44
Shirt,960,11,910.31
Kurti,2477,16,4527.02
Shirt,1391,10,1278.0
Uniform,555,17,1258.55
Kurti,2726,12,4544.46
Jacket,1711,21,7110.06
Hoodie,3686,16,11321.47
Hoodie,732,16,2199.65
Uniform,4153,18,9817.95
Hoodie,541,21,1694.88
Blazer,3793,26,21849.57
Jacket,4096,25,19681.17
Uniform,216,12,411.88
Hoodie,1003,20,2929.68
T-Shirt,2783,8,1721.54
Dress,4790,17,11456.32
Kurti,4958,15,7509.73
Jacket,171,25,715.21
Jeans,4752,17,10029.07
Kurti,4865,14,8216.75
Trouser,4073,12,5766.43
Kurti,3080,13,4714.17
Jeans,4237,13,8662.9
Hoodie,3972,18,12515.65
Jacket,3269,23,14457.45
Shirt,4829,11,4326.54
Blazer,1931,22,8835.18
Kurti,3452,15,5489.11
Hoodie,3270,22,11063.12
Kurti,4689,13,7264.88
Dress,4933,17,12644.13
Kurti,1886,11,2728.75
Kurti,1564,15,2456.31
Trouser,1071,13,1708.06
Trouser,1913,15,3246.94
Hoodie,3960,18,11254.55
Uniform,2897,16,6653.88
Kurti,3786,10,5587.13
T-Shirt,3511,7,1785.32
Jeans,4019,14,7752.33
Jeans,2760,14,5655.04
Kurti,1061,12,1729.38
Shirt,4581,8,4580.57
Shirt,1507,10,1492.54
Dress,559,15,1417.48
Hoodie,4359,22,12611.99
Uniform,3732,17,8550.02
Shirt,2277,10,1963.93
Uniform,4477,14,8691.85
T-Shirt,2433,8,1435.22
Kurti,2026,15,3773.39
Uniform,2965,15,5833.44
Kurti,2514,10,4295.13
Shirt,3406,9,2952.75
Uniform,512,13,991.75
Blazer,1124,28,6390.81
Uniform,1371,13,2861.46
Jeans,4357,14,8653.28
Jeans,3304,13,6220.43
Jacket,3742,20,16441.85
Dress,4356,15,10178.17
Jeans,2755,13,5313.4
Trouser,2404,12,3500.37
Jeans,2074,12,3636.58
Trouser,2824,12,3897.61
Jeans,4783,13,9047.87
Dress,4819,16,11276.4
Uniform,541,16,1080.29
Jeans,3312,12,6481.29
Shirt,582,12,591.36
Trouser,1457,12,1953.13
Jeans,2487,12,4961.28
T-Shirt,3992,5,2057.74
Uniform,3160,17,6275.79
Uniform,4325,12,9289.94
Blazer,4759,26,24676.33
Hoodie,2375,22,7317.93
T-Shirt,3113,6,1923.29
Jeans,3000,14,6218.63
Kurti,623,16,998.92
Kurti,4588,10,6546.75
Kurti,2921,11,4278.75
Hoodie,1479,21,4190.8
T-Shirt,408,5,254.68
Hoodie,3025,16,8354.22
Shirt,2948,9,2997.51
T-Shirt,3639,6,2063.66
Hoodie,3299,20,10734.3
Dress,4781,15,10723.61
Dress,2702,14,6239.86
Jacket,4059,21,16831.38
Shirt,4179,12,4234.12
Uniform,346,14,663.13
Uniform,110,14,201.55
Kurti,1044,12,1495.66
Shirt,3443,8,3147.43
Hoodie,3787,22,12066.48
Trouser,1843,11,2422.07
Hoodie,2155,22,7433.7
Hoodie,4522,17,12725.64
T-Shirt,2667,6,1525.8
Jeans,1519,17,3100.29
Uniform,2815,13,5949.65
Kurti,3825,16,6531.21
Uniform,4380,14,9183.43
Hoodie,4281,17,13496.05
Jacket,1116,20,4448.9
Blazer,182,22,865.85
Kurti,4881,14,8510.43
Kurti,2831,10,4148.72
Uniform,4314,18,9864.27
Jacket,1081,25,5036.4
Jeans,2879,13,5184.25
Jacket,4957,21,21930.51
Jeans,3320,12,6410.14
Jeans,2667,14,4930.36
Blazer,597,27,3436.59
Trouser,4511,14,6316.4
Hoodie,1326,17,4269.49
Trouser,3495,11,5459.76
Shirt,1227,12,1098.46
Jeans,4744,14,9238.53
Uniform,2129,14,4526.3
Kurti,3843,16,7034.13
Jeans,2910,12,5125.51
Uniform,389,13,726.84
Shirt,635,11,654.56
Kurti,3949,15,6559.98
Uniform,3095,16,6580.72
Hoodie,4248,17,11401.49
Dress,2053,17,5049.77
Shirt,1861,12,1946.78
Jeans,3302,18,6649.34
Uniform,3967,15,8519.59
Jacket,2011,27,8621.9
Hoodie,4017,20,13373.01
T-Shirt,3198,5,1830.42
Hoodie,3666,18,10271.73
Shirt,4366,11,4217.75
Uniform,4582,12,9591.63
T-Shirt,4700,5,2779.56
Jeans,1543,15,3130.28
Dress,1459,16,3625.23
T-Shirt,3772,5,1919.78
Hoodie,1344,21,3893.13
Uniform,2618,14,4879.73
Dress,3606,19,9585.89
Uniform,2571,14,5000.71
Jacket,1910,27,8964.94
Blazer,3154,22,16217.23
Kurti,1053,11,1727.99
Hoodie,2204,20,6828.78
Jacket,499,21,2071.97
Dress,1174,16,2586.71
Kurti,4689,16,8407.92
Shirt,638,8,647.79
Jacket,3368,26,15145.17
Jeans,1135,12,2144.03
Hoodie,2965,20,8458.38
Blazer,1167,23,6516.01
Jeans,493,18,1074.16
Jacket,488,29,2470.49
T-Shirt,2381,6,1335.85
Uniform,809,18,1622.73
T-Shirt,746,5,464.11
Dress,4038,18,10030.58
Blazer,1930,26,9973.1
Hoodie,3439,16,9280.26
Hoodie,2903,17,9136.26
Jeans,1158,18,2481.15
Kurti,527,11,814.95
Shirt,2216,9,2093.45
Jacket,3824,23,15109.81
Jacket,209,21,954.19
Jacket,2487,25,10413.41
Uniform,298,12,547.96
Kurti,2967,13,4827.17
Uniform,964,16,1815.93
Hoodie,914,22,3039.84
Kurti,3900,16,6746.14
Jeans,3666,15,6950.29
Dress,441,20,1101.23
Trouser,2167,13,3484.92
Jeans,4847,17,9536.35
Blazer,753,25,4056.16
Jeans,3845,13,7548.6
Uniform,1207,15,2278.28
Trouser,1720,13,2489.51
Hoodie,3952,18,11539.55
Trouser,3107,13,4549.45
Hoodie,4861,21,16039.0
Dress,1786,17,4460.16
Trouser,3857,14,6383.07
Kurti,770,12,1142.08
Hoodie,258,18,835.67
Uniform,4287,14,8543.86
Jacket,591,21,2749.36
Blazer,3713,24,19281.85
Kurti,2855,14,4878.37
T-Shirt,3905,6,2200.25
Kurti,1857,10,2642.5
Trouser,360,11,552.25
Trouser,4201,11,6318.51
Trouser,1163,13,1623.3
Hoodie,3694,16,11071.96
Blazer,2924,24,13992.96
Trouser,2904,10,4554.63
T-Shirt,4373,6,2482.72
Dress,2409,15,5152.42
Jacket,4687,23,19396.76
Dress,1742,20,4502.86
Hoodie,3636,19,10068.85
Jacket,2642,20,10953.17
Kurti,1884,16,3358.38
Shirt,212,8,179.32
Jeans,2463,13,4969.99
Uniform,2675,16,5793.44
Uniform,2120,16,4533.4
T-Shirt,4903,5,2494.32
Uniform,4208,18,9188.1
Jacket,4314,20,18641.9
Jacket,1123,22,4749.64
Kurti,3512,14,5714.1
Jacket,4577,30,23600.58
Trouser,2093,15,3423.34
Uniform,2092,15,4187.83
Jacket,141,26,657.28
Trouser,3665,13,5801.77
T-Shirt,3250,5,1728.78
Dress,3824,15,9184.88
Jacket,3936,27,17181.38
Hoodie,228,18,638.27
Kurti,4742,10,7436.09
Jacket,3576,29,17005.16
Shirt,1853,10,1789.59
Jeans,175,12,362.51
Jacket,3478,27,17368.44
Hoodie,2329,21,7763.62
Uniform,4258,14,8753.85
Trouser,3110,10,4400.98
Uniform,715,14,1508.97
Dress,1621,16,3770.65
Jeans,1994,15,3738.31
Shirt,2146,10,2197.41
Hoodie,4559,21,13356.26
Jeans,2029,15,4194.84
Dress,1618,19,3879.66
Jacket,4086,25,17930.15
Kurti,1465,13,2500.22
Hoodie,4623,22,15145.18
Blazer,4549,26,23170.22
Shirt,4090,8,3942.06
Jacket,1952,25,9156.01
Jacket,2047,28,8728.25
Dress,4927,19,11439.33
Jeans,2265,13,3822.64
Jacket,4717,20,20201.34
Dress,1947,15,4238.84
Hoodie,1379,17,3868.13
Kurti,3588,10,5182.24
Hoodie,290,17,863.31
Blazer,357,28,1933.29
Dress,4269,18,9801.23
T-Shirt,1841,6,1030.75
Uniform,3451,16,7356.27
Kurti,1706,11,2886.78
Trouser,2028,13,3334.07
Uniform,129,14,279.8
Shirt,336,9,280.37
Jeans,2537,15,5442.19
Dress,1546,18,3832.65
Shirt,1325,11,1361.8
Uniform,3274,18,7380.44
Dress,151,14,363.03
Kurti,1758,10,2431.3
Hoodie,4922,16,13817.67
Hoodie,3985,21,13306.78
T-Shirt,1848,7,1044.61
Jacket,2243,26,9847.7
Jacket,2658,22,10810.89
Blazer,2773,22,14236.14
Dress,861,14,2104.94
Jacket,233,20,1010.87
Kurti,2139,14,3536.67
Jacket,4361,22,20744.15
Blazer,1279,23,6044.84
T-Shirt,1838,6,1061.3
Hoodie,4421,17,13348.97
Kurti,1974,16,3279.14
Uniform,969,13,2015.35
T-Shirt,2423,8,1331.16
Blazer,3236,26,16031.73
Uniform,3165,12,5709.21
Hoodie,3032,17,9540.92
Jeans,4199,12,8152.79
Shirt,2996,9,2634.55
Hoodie,4954,17,14562.5
T-Shirt,1292,5,752.94
Trouser,3705,10,4955.95
Jacket,1434,27,6235.26
Hoodie,122,16,336.84
Jeans,579,14,1116.56
T-Shirt,2745,5,1469.43
Hoodie,1949,21,6294.37
Blazer,2059,25,10431.97
Jeans,3431,18,7610.69
Jacket,3477,27,16389.57
T-Shirt,2040,6,1022.65
Hoodie,2663,19,7467.79
Jeans,115,18,238.2
Uniform,839,14,1875.8
Blazer,3943,23,18550.71
Jeans,2534,17,5272.52
Jacket,1467,29,7370.0
Blazer,695,27,3699.18
Jacket,4559,25,21104.43
Jeans,361,18,630.2
Jacket,2236,27,10308.25
T-Shirt,1760,5,909.46
T-Shirt,384,7,230.19
Dress,2022,14,5056.94
Dress,4717,14,11143.33
Kurti,3536,13,5264.17
Jeans,4164,14,8483.96
Dress,3410,16,7875.02
Jeans,1915,18,3823.63
Blazer,3471,25,18462.64
Jeans,2672,18,5853.07
Jeans,356,16,704.06
Shirt,1767,10,1576.91
Jacket,4220,20,17176.5
Jeans,2269,15,4583.94
Uniform,1638,15,3558.33
Dress,4189,16,10069.14
Hoodie,796,19,2545.18
Kurti,2535,16,4387.14
Uniform,3829,12,6892.31
Jeans,4382,15,8219.46
Dress,885,16,2136.09
Jacket,2232,25,9369.31
Trouser,2277,12,3176.21
Jeans,363,18,750.99
Uniform,1536,14,2916.27
Shirt,3240,11,3386.47
Dress,114,19,282.17
Trouser,802,11,1170.56
T-Shirt,2655,6,1333.06
Jacket,3438,24,16276.0
Hoodie,3942,21,12482.48
Blazer,3771,29,19302.99
Uniform,4162,17,9343.53
T-Shirt,993,7,648.32
T-Shirt,4483,7,2460.73
Uniform,866,16,1644.9
Dress,850,17,2069.08
Trouser,2518,14,3792.6
Shirt,1677,8,1540.25
Shirt,3187,12,2962.55
Uniform,4997,13,9086.73
Hoodie,2428,16,6455.84
Dress,1460,16,3173.94
Shirt,3167,10,2939.65
Kurti,4919,12,7333.52
Hoodie,4644,22,15519.23
Dress,4786,17,10965.98
Trouser,1852,14,3002.31
Hoodie,430,17,1197.27
Kurti,1178,11,1851.06
Uniform,1685,16,3818.79
Hoodie,4568,20,14608.22
Kurti,1870,13,2968.91
Jacket,2633,30,13468.67
Trouser,244,13,338.14
Blazer,4142,27,24136.04
Jacket,961,25,4762.07
T-Shirt,843,7,473.71
Kurti,4475,15,8031.28
Jacket,1696,27,7768.03
Jeans,868,12,1602.47
Uniform,1834,17,3822.04
Kurti,4202,10,6488.41
Kurti,1480,16,2431.87
T-Shirt,2221,5,1354.02
Blazer,2823,30,15457.76
Kurti,426,16,816.98
Jacket,3739,22,14590.08
Jacket,1765,29,8073.67
Blazer,2005,23,9301.42
Jacket,3644,29,17764.56
Blazer,273,24,1304.77
Blazer,2276,27,13331.07
Dress,3872,20,9097.53
Kurti,667,16,1051.12
Hoodie,2445,20,7053.05
Jacket,4832,25,23868.43
Kurti,3368,15,5328.69
Shirt,4267,10,4341.13
Uniform,2155,17,4885.66
Jeans,3110,18,5962.85
Shirt,3970,10,3892.14
Trouser,3708,13,5386.12
Uniform,4908,16,10981.48
Hoodie,486,16,1444.02
Dress,4286,17,10379.17
Trouser,4411,12,6400.31
Kurti,4073,16,6905.41
Dress,3333,20,8648.25
Jacket,4892,22,19261.38
Dress,1355,17,3213.11
Uniform,4016,15,7754.45
Dress,4517,16,10336.97
Shirt,1389,12,1481.36
Jacket,1372,23,5850.13
Kurti,2334,10,3752.7
Dress,3939,15,10043.51
Hoodie,4732,19,14881.05
Kurti,1047,12,1616.27
T-Shirt,4582,7,2462.87
T-Shirt,636,5,334.94
T-Shirt,1962,5,1124.58
Trouser,1969,10,2881.84
Jacket,379,22,1599.26
Hoodie,3467,19,11545.33
Hoodie,1055,22,3243.57
T-Shirt,4563,7,2540.41
Kurti,3293,10,5247.9
Blazer,3804,22,17683.58
Jacket,4613,21,20887.96
Hoodie,2332,18,7614.1
Blazer,1811,22,9838.16
Uniform,328,16,787.98
Dress,333,15,753.79
Trouser,1744,13,2627.1
Jacket,4719,25,20729.98
Shirt,428,9,387.39
T-Shirt,2152,7,1084.15
Shirt,918,11,852.5
Trouser,4206,11,5608.06
Jacket,2605,27,10976.46
Hoodie,911,19,2823.27
Jeans,3589,18,7824.17
Blazer,1293,24,6554.27
Trouser,3666,10,5557.85
T-Shirt,370,6,145.98
Uniform,4557,15,8580.1
Trouser,868,12,1317.65
Jacket,950,28,4639.28
Dress,2759,15,6049.34
Hoodie,4093,16,12909.07
Blazer,1530,25,7609.43
Jeans,3876,12,6525.99
Uniform,2889,17,6640.95
Uniform,1444,16,3178.0
Jacket,707,20,3050.32
Blazer,3561,22,19408.46
Blazer,4996,29,29701.27
Dress,4116,16,9411.77
Jacket,4943,24,19798.71
Trouser,1223,14,1778.16
Shirt,3772,9,3707.52
Shirt,1852,11,1925.94
Kurti,3799,12,5887.73
Jeans,4093,14,8459.7
Blazer,3337,30,20067.62
Uniform,4974,14,9630.58
Dress,2935,15,6638.73
Shirt,734,8,660.74
Uniform,4810,13,9377.49
Shirt,514,10,493.9
Trouser,2986,14,4567.77
Shirt,125,12,88.09
Uniform,1782,18,3740.97
Uniform,4046,15,7561.84
Blazer,132,29,693.26
Trouser,4962,11,7660.33
Shirt,4118,10,3787.63
Shirt,2714,10,2401.42
Kurti,1885,14,2912.08
Dress,862,19,2103.17
Shirt,3405,11,3241.45
Blazer,4536,29,24042.55
Dress,4846,16,11823.8
Shirt,3908,10,3725.94
Jeans,635,14,1159.87
Shirt,3207,9,3183.65
Trouser,2071,10,3205.39
Jacket,3555,24,14477.42
Jeans,362,13,648.7
T-Shirt,457,8,255.91
Jacket,1088,24,5112.54
Jacket,1013,25,4999.77
Blazer,1571,29,8781.74
Uniform,4117,13,7802.03
Jeans,1150,16,2472.72
Jeans,862,13,1644.51
T-Shirt,3963,8,2169.29
T-Shirt,3285,5,1714.43
Dress,3359,16,8723.44
Trouser,4384,14,7182.2
Jacket,2726,28,13590.05
Jacket,1228,28,5716.92
Trouser,3852,10,5245.22
Dress,2283,17,5592.2
Dress,915,18,2377.68
Trouser,2896,10,3843.98
Dress,2759,19,7353.59
Jeans,4144,17,8859.44
Kurti,3706,13,6058.09
Dress,320,15,837.58
Kurti,1830,11,2937.82
Kurti,1556,15,2802.22
Jacket,3216,29,16087.56
Dress,2068,18,5164.34
Dress,4503,14,10626.46
Blazer,549,25,2776.27
Jeans,2376,17,4826.27
Jeans,3208,16,6363.64
Trouser,3406,10,4769.75
Jeans,4274,18,8366.37
Trouser,3706,15,6225.04
Trouser,3266,12,4990.86
Jeans,4848,16,8883.89
Jacket,4754,22,20415.42
Trouser,4790,10,7547.61
Blazer,3892,22,18904.29
Kurti,2928,13,4981.16
Blazer,2828,22,14689.85
Jeans,3326,18,6270.45
Shirt,2920,8,2663.41
Shirt,4966,11,4621.77
Dress,2722,14,6486.22
T-Shirt,2174,5,1261.36
Jeans,2553,16,5095.35
Jeans,1109,18,2267.67
Jacket,2286,27,9577.11
Kurti,4618,14,7268.97
Dress,950,20,2342.52
Hoodie,3249,22,9755.46
Dress,2754,20,7682.09
T-Shirt,3864,5,2161.47
Jeans,1818,16,3680.65
Shirt,923,11,809.07
Shirt,3203,10,3018.05
Hoodie,4152,17,12367.84
Jeans,1334,16,2488.83
Dress,774,15,1896.72
Trouser,3894,13,5554.3
Uniform,3319,14,6551.81
Uniform,4391,16,9367.11
Jacket,1056,29,4881.88
T-Shirt,1201,7,578.89
Blazer,4571,29,24955.39
Jeans,2780,17,5996.28
Dress,4031,15,10340.54
Kurti,4881,11,7578.0
Shirt,3967,11,3476.82
Blazer,4330,25,21374.92
Trouser,285,15,488.91
Dress,1091,19,2811.32
Shirt,3498,10,3172.8
Shirt,2961,9,3103.16
Shirt,2823,12,2644.99
Shirt,4162,10,3837.12
Jeans,383,16,808.25
Jacket,723,20,3251.05
Uniform,2643,16,6075.81
Jeans,1415,17,2535.93
Jeans,4522,12,8254.13
Shirt,2617,12,2487.0
T-Shirt,2998,5,1713.11
Trouser,253,13,373.14
Jacket,4166,30,20734.72
Hoodie,4349,16,11687.36
Kurti,2653,14,4105.3
T-Shirt,4646,7,2865.42
Uniform,3458,16,7936.21
Jacket,4574,27,23100.75
Dress,4703,19,12539.87
Blazer,859,28,4957.32
Hoodie,3764,20,10824.27
Dress,1272,17,3102.21
Trouser,4200,12,5996.49
Uniform,4073,12,8839.28
Jeans,2114,18,4445.82
Dress,2987,18,7569.78
Shirt,2095,9,2136.7
Dress,2390,14,5219.57
Blazer,2701,29,14802.37
Shirt,3380,9,2860.69
Trouser,511,13,649.19
Dress,1043,17,2733.78
Shirt,1700,11,1543.97
Jeans,1941,16,4004.22
Trouser,4932,10,7000.18
Dress,675,19,1635.18
Kurti,1039,13,1581.37
Dress,2513,19,6647.12
Trouser,160,13,247.45
Jeans,2267,16,4649.46
Dress,1887,18,4689.87
Kurti,3537,14,6222.62
Kurti,948,14,1416.01
Kurti,4216,13,7249.18
T-Shirt,1615,6,907.97
Jeans,3304,17,6852.66
Dress,4326,17,9930.84
Jeans,1526,14,2669.44
Dress,235,14,532.02
T-Shirt,3025,7,1728.36
Uniform,693,12,1263.12
Kurti,1787,15,2915.71
Blazer,1835,30,9377.97
Kurti,3530,10,5289.28
Trouser,2626,10,4027.39
Dress,1582,14,3286.88
Jacket,1977,21,8347.03
Jacket,1397,27,6327.41
Dress,2128,15,4942.94
Trouser,3571,14,5661.29
Jeans,2228,17,4843.4
Dress,3809,15,9058.06
Hoodie,2361,16,6888.97
Dress,714,16,1636.22
Hoodie,2481,16,6548.81
Trouser,3607,13,5694.74
Hoodie,3008,16,8896.62
Trouser,4073,10,5299.35
Jacket,1277,25,5988.61
Jeans,4979,16,10640.68
T-Shirt,4310,7,2659.02
Trouser,2054,11,2917.0
Hoodie,260,17,825.3
Jeans,3783,16,7540.55
Jeans,1039,15,1844.19
Blazer,1497,27,8112.49
Blazer,895,24,4490.88
T-Shirt,3218,6,1760.61
Hoodie,1686,21,4790.25
T-Shirt,3437,7,2037.14
Dress,399,16,1002.5
Dress,2485,20,6310.46
Jeans,718,14,1386.02
Jeans,4791,16,10367.64
Trouser,2135,11,2907.29
Hoodie,1025,21,3106.66
Dress,3356,18,8997.09
Shirt,3135,12,2904.45
Kurti,2516,13,4035.29
Shirt,192,12,211.42
T-Shirt,1756,7,1002.46
Jeans,2326,12,4546.45
Hoodie,715,17,2031.33
Jeans,462,17,939.33
Uniform,2669,17,5742.33
T-Shirt,4558,6,2565.95
Blazer,243,23,1213.11
Uniform,4536,13,9360.02
T-Shirt,4346,7,2409.87
Jacket,461,23,2117.13
Kurti,4500,12,6682.7
Trouser,2725,15,4494.66
Shirt,2862,10,2839.2
T-Shirt,4551,8,2511.41
Jeans,508,12,891.79
Shirt,2841,9,2732.15
Kurti,750,14,1373.19
Shirt,612,11,617.77
Jeans,1298,17,2439.94
Kurti,665,10,1004.09
Trouser,2479,12,3339.02
Kurti,1386,12,2281.96
T-Shirt,4127,7,2408.2
Jacket,4299,30,19417.95
Shirt,1424,10,1299.93
Shirt,1065,10,889.71
T-Shirt,2805,7,1568.05
Kurti,3255,12,5165.95
Blazer,3789,29,21332.66
Shirt,3915,12,4258.71
Shirt,3385,8,3039.47
Shirt,3882,11,3597.79
Jacket,2138,26,10379.01
Jeans,3617,13,6956.72
T-Shirt,1167,6,726.94
Uniform,4167,18,9611.27
Jacket,1525,25,6972.49
Kurti,2687,11,4631.23
Jeans,971,12,1746.33
Trouser,3520,10,5249.4
Hoodie,1100,16,3485.28
Hoodie,3232,19,9532.99
Trouser,3415,14,4728.5
Trouser,4964,11,7429.03
Jeans,4118,14,8566.03
Dress,2779,16,7263.66
Blazer,4496,24,23687.41
T-Shirt,1478,6,822.87
Hoodie,810,18,2269.37
Jeans,709,16,1302.25
Hoodie,2619,17,7994.58
Kurti,4722,15,7432.28
Trouser,3507,12,5224.83
Uniform,2507,12,5233.46
Jeans,1457,16,2794.36
Trouser,4217,14,5865.1
Trouser,4391,14,6921.41
Shirt,667,10,667.43
Trouser,3338,11,4779.79
Trouser,141,13,183.91
Shirt,540,12,506.99
Kurti,4602,14,7778.62
Uniform,4155,16,9004.08
Hoodie,2611,17,8413.79
Jeans,1990,13,3690.14
Jeans,4623,13,9250.7
Jacket,3895,27,16513.27
Jacket,2127,29,10256.01
Jacket,3341,25,15000.82
Dress,979,16,2118.24
Kurti,3544,11,5990.78
Jacket,477,28,2212.45
Blazer,4588,25,23178.67
T-Shirt,389,7,240.92
Blazer,2991,26,15429.28
Dress,3921,16,9577.43
Blazer,3277,26,18087.73
Blazer,4813,28,28077.93
Blazer,3641,30,20543.39
Blazer,3837,25,19695.09
Shirt,3450,12,3597.25
Jeans,440,16,876.55
Blazer,2235,24,11774.17
Uniform,3458,13,7340.81
Trouser,1543,14,2463.08
Jeans,3471,17,6597.3
Shirt,1746,11,1827.34
Uniform,4098,12,8044.27
Kurti,4586,13,7085.79
Jeans,226,12,345.47
Blazer,440,27,2635.23
T-Shirt,1705,6,956.14
Dress,2508,19,6669.11
Trouser,3312,15,5514.01
Dress,1178,14,2463.36
Uniform,1263,18,2731.41
Kurti,858,16,1487.45
Dress,3739,15,8843.44
Jacket,4386,24,19011.12
Trouser,3011,12,4570.3
Uniform,2488,12,4951.63
T-Shirt,1634,7,881.66
Shirt,1163,9,1064.69
Hoodie,3604,18,10974.91
Hoodie,1441,21,4706.59
Blazer,3162,27,16560.95
Jeans,1801,17,3472.94
Jeans,1650,17,3454.08
Hoodie,3555,21,10839.97
Dress,4868,17,11968.04
Dress,3526,14,8143.33
Hoodie,4112,19,12745.74
Kurti,1821,15,2847.71
Uniform,2597,16,5459.19
T-Shirt,1116,5,565.07
T-Shirt,3892,5,2143.94
Hoodie,2916,16,8417.85
Shirt,693,11,777.75
Blazer,4629,28,25334.08
Jeans,4353,13,8921.07
Jeans,652,18,1279.37
T-Shirt,1693,6,1006.4
T-Shirt,2037,6,1123.78
Uniform,1044,16,2326.99
Hoodie,3576,18,10271.39
Trouser,2190,11,3396.62
Jeans,746,13,1325.48
Jeans,2672,15,4957.27
Uniform,918,13,1902.3
Blazer,4743,30,24919.3
Uniform,3274,15,7282.67
Jacket,567,21,2573.68
Jeans,1345,16,2807.85
Uniform,3207,18,7550.44
Jeans,701,15,1347.59
Shirt,2633,10,2750.14
Uniform,1230,16,2493.08
T-Shirt,1967,7,1107.13
T-Shirt,309,6,137.12
Trouser,4169,10,5903.0
T-Shirt,4870,5,2846.59
Hoodie,773,18,2369.46
Jacket,856,20,3437.33
Dress,1587,18,3673.83
Trouser,597,15,841.65
Dress,1640,19,3744.96
Kurti,3466,14,5663.53
Blazer,1460,23,7895.34
Uniform,833,12,1762.45
Trouser,2815,11,3819.46
Uniform,2192,18,5076.88
Jacket,3155,20,11955.71
Hoodie,1825,21,6026.74
T-Shirt,3811,5,1947.96
T-Shirt,4546,7,2311.28
Dress,4258,18,10264.26
Blazer,1799,28,9912.1
Shirt,1938,11,1906.72
Hoodie,2439,17,7353.13
Kurti,2781,14,4430.45
Hoodie,2047,21,6864.95
Uniform,1138,17,2552.45
Kurti,4815,12,7399.22
T-Shirt,2849,5,1493.39
Trouser,3589,10,5126.11
Shirt,2019,12,2072.19
Uniform,4868,13,10146.79
Uniform,614,12,1329.33
Jacket,655,20,2972.31
T-Shirt,3118,7,1643.44
Trouser,3375,13,5312.47
Hoodie,3792,21,12625.95
Hoodie,3439,17,9634.08
Jeans,2925,13,5953.58
Dress,2595,14,6040.48
Hoodie,450,18,1337.76
Dress,934,20,2481.16
T-Shirt,3542,7,1970.51
Kurti,4221,10,6920.75
Dress,397,17,899.21
Trouser,2401,12,3639.82
Dress,3282,19,8391.23
Shirt,3887,12,3558.57
Jeans,1374,14,2642.13
Hoodie,1285,16,3745.92
Dress,4600,16,11652.97
Hoodie,4987,21,15511.69
Blazer,4057,24,19840.73
Shirt,1052,9,958.63
Kurti,2091,11,3595.31
Jeans,203,13,425.73
T-Shirt,4049,6,2454.57
Jacket,4330,22,18884.62
Trouser,3750,11,6033.04
T-Shirt,4856,7,2895.79
Dress,2215,18,4979.56
Jeans,4616,18,9042.7
Jacket,869,22,3426.56
Kurti,3484,12,6120.19
T-Shirt,2274,8,1419.29
Uniform,2386,13,4848.32
Hoodie,2095,17,5943.85
T-Shirt,600,8,333.56
Shirt,2084,11,2154.04
T-Shirt,1032,7,591.95
T-Shirt,766,8,442.4
Blazer,1233,27,7043.73
Shirt,4674,12,4403.54
T-Shirt,2511,5,1271.73
T-Shirt,766,8,495.87
Shirt,3176,12,3336.94
Uniform,3851,16,7800.99
Hoodie,4472,18,13340.37
Shirt,871,12,905.88
Kurti,3783,16,6054.3
Uniform,2768,17,6168.2
Jeans,3341,17,6614.34
Shirt,4286,8,4133.75
Blazer,1011,24,5111.69
Shirt,3568,8,3179.48
Trouser,3939,13,5417.64
Shirt,1859,9,1846.23
Dress,1926,16,4779.22
Uniform,358,13,706.44
Blazer,1004,24,5506.36
Shirt,4247,11,4273.38
Jacket,2341,23,9986.39
Jacket,2795,20,11230.39
Kurti,2404,13,4284.03
Dress,3009,16,6432.45
Trouser,4368,14,6129.9
Dress,984,15,2223.36
Hoodie,2139,18,6392.35
Jacket,2434,26,11122.28
Dress,542,19,1318.09
Jacket,4550,29,23611.5
Hoodie,2576,20,7345.97
Uniform,1930,16,4196.26
